Time [s];Cella hõmérséklete [°C];Szoba hõmérséklete [°C]
472;23.88;23.62
472.4;23.88;23.62
472.8;23.88;23.62
473.2;23.88;23.62
473.6;23.88;23.62
474;23.88;23.62
474.4;23.88;23.62
474.9;23.88;23.62
475.3;23.88;23.62
475.7;23.88;23.62
476.1;23.88;23.62
476.5;23.88;23.62
476.9;23.88;23.62
477.3;23.88;23.62
477.7;23.88;23.62
478.1;23.88;23.53
478.5;23.79;23.62
478.9;23.88;23.62
479.3;23.88;23.62
479.7;23.88;23.62
480.2;23.88;23.62
480.6;23.88;23.62
481;23.88;23.62
481.4;23.88;23.62
481.8;23.88;23.62
482.2;23.88;23.53
482.6;23.88;23.62
483;23.88;23.53
483.4;23.88;23.62
483.8;23.88;23.62
484.2;23.88;23.53
484.6;23.88;23.53
485;23.88;23.53
485.4;23.88;23.53
485.9;23.88;23.53
486.3;23.88;23.53
486.7;23.88;23.53
487.1;23.88;23.53
487.5;23.88;23.53
487.9;23.88;23.53
488.3;23.88;23.53
488.7;23.88;23.53
489.1;23.88;23.53
489.5;23.88;23.53
489.9;23.88;23.53
490.3;23.88;23.53
490.7;23.88;23.53
491.2;23.88;23.53
491.6;23.88;23.53
492;23.88;23.53
492.4;23.88;23.53
492.8;23.88;23.53
493.2;23.88;23.53
493.6;23.88;23.53
494;23.88;23.53
494.4;23.88;23.53
494.8;23.88;23.53
495.2;23.88;23.62
495.6;23.88;23.62
496.1;23.88;23.62
496.5;23.88;23.62
496.9;23.88;23.62
497.3;23.88;23.62
497.7;23.88;23.62
498.1;23.88;23.62
498.5;23.88;23.62
498.9;23.88;23.62
499.3;23.88;23.62
499.7;23.88;23.62
500.1;23.88;23.62
500.5;23.88;23.62
500.9;23.88;23.62
501.3;23.88;23.62
501.7;23.88;23.62
502.2;23.88;23.62
502.6;23.88;23.62
503;23.88;23.62
503.4;23.88;23.62
503.8;23.88;23.62
504.2;23.88;23.62
504.6;23.88;23.62
505;23.88;23.62
505.4;23.88;23.62
505.8;23.88;23.62
506.2;23.88;23.62
506.6;23.88;23.62
507;23.88;23.62
507.5;23.88;23.62
507.9;23.88;23.62
508.3;23.88;23.62
508.7;23.88;23.62
509.1;23.88;23.62
509.5;23.88;23.62
509.9;23.88;23.62
510.3;23.88;23.62
510.7;23.88;23.62
511.1;23.88;23.62
511.5;23.88;23.62
511.9;23.88;23.62
512.3;23.88;23.62
512.8;23.88;23.62
513.2;23.88;23.62
513.6;23.88;23.62
514;23.88;23.62
514.4;23.88;23.62
514.8;23.88;23.62
515.2;23.88;23.62
515.6;23.88;23.62
516;23.88;23.62
516.4;23.88;23.62
516.8;23.88;23.62
517.2;23.88;23.62
517.7;23.88;23.7
518.1;23.88;23.62
518.5;23.88;23.62
518.9;23.88;23.7
519.3;23.88;23.7
519.7;23.88;23.7
520.1;23.88;23.7
520.5;23.88;23.7
520.9;23.88;23.7
521.3;23.88;23.7
521.7;23.88;23.7
522.1;23.88;23.7
522.5;23.88;23.7
523;23.88;23.7
523.4;23.88;23.7
523.8;23.88;23.7
524.2;23.88;23.7
524.6;23.88;23.7
525;23.88;23.7
525.4;23.88;23.7
525.8;23.88;23.7
526.2;23.88;23.7
526.6;23.88;23.7
527;23.88;23.7
527.4;23.88;23.7
527.8;23.88;23.7
528.3;23.88;23.7
528.7;23.88;23.7
529.1;23.88;23.7
529.5;23.88;23.7
529.9;23.88;23.7
530.3;23.88;23.7
530.7;23.88;23.7
531.1;23.88;23.7
531.5;23.88;23.7
531.9;23.88;23.7
532.3;23.88;23.7
532.7;23.88;23.7
533.1;23.88;23.7
533.5;23.88;23.7
534;23.88;23.7
534.4;23.88;23.7
534.8;23.88;23.79
535.2;23.88;23.79
535.6;23.88;23.79
536;23.88;23.79
536.4;23.88;23.79
536.8;23.88;23.88
537.2;23.88;23.88
537.6;23.88;23.88
538;23.88;23.88
538.5;23.88;23.88
538.8;23.88;23.88
539.3;23.88;23.88
539.7;23.88;23.88
540.1;23.88;23.96
540.5;23.88;23.96
540.9;23.88;23.96
541.3;23.88;23.96
541.7;23.88;23.96
542.1;23.88;23.96
542.5;23.88;23.96
542.9;23.88;23.96
543.3;23.88;23.96
543.7;23.88;23.96
544.1;23.88;24.05
544.6;23.88;24.05
545;23.88;24.05
545.4;23.88;24.05
545.8;23.88;24.05
546.2;23.88;23.96
546.6;23.88;24.05
547;23.88;24.05
547.4;23.88;24.05
547.8;23.88;24.05
548.2;23.88;24.05
548.6;23.88;24.05
549;23.88;24.05
549.5;23.88;24.05
549.9;23.88;24.05
550.3;23.88;24.05
550.7;23.88;23.96
551.1;23.88;23.96
551.5;23.88;24.05
551.9;23.88;23.96
552.3;23.88;23.96
552.7;23.88;23.96
553.1;23.88;23.96
553.5;23.88;23.96
553.9;23.88;23.96
554.3;23.88;23.96
554.8;23.88;23.96
555.2;23.88;23.96
555.6;23.88;23.96
556;23.88;23.96
556.4;23.88;23.96
556.8;23.88;23.96
557.2;23.88;23.96
557.6;23.88;23.96
558;23.88;23.96
558.4;23.88;23.96
558.8;23.88;23.96
559.2;23.88;23.96
559.6;23.88;23.96
560;23.88;23.96
560.4;23.88;23.96
560.9;23.88;23.96
561.3;23.88;23.96
561.7;23.88;23.96
562.1;23.88;23.96
562.5;23.88;23.96
562.9;23.88;23.96
563.3;23.88;23.96
563.7;23.88;23.96
564.1;23.88;23.96
564.5;23.88;23.88
564.9;23.88;23.96
565.3;23.88;23.88
565.8;23.88;23.88
566.2;23.88;23.88
566.6;23.88;23.88
567;23.88;23.88
567.4;23.88;23.88
567.8;23.88;23.88
568.2;23.88;23.88
568.6;23.88;23.88
569;23.88;23.88
569.4;23.88;23.88
569.8;23.88;23.88
570.2;23.88;23.88
570.6;23.88;23.88
571.1;23.88;23.88
571.5;23.88;23.88
571.9;23.88;23.88
572.3;23.88;23.79
572.7;23.88;23.79
573.1;23.88;23.79
573.5;23.96;23.79
573.9;23.88;23.79
574.3;23.88;23.79
574.7;23.88;23.79
575.1;23.88;23.79
575.5;23.88;23.79
575.9;23.88;23.79
576.4;23.88;23.79
576.8;23.88;23.79
577.2;23.88;23.79
577.6;23.88;23.79
578;23.88;23.79
578.4;23.88;23.79
578.8;23.88;23.79
579.2;23.88;23.79
579.6;23.88;23.79
580;23.96;23.79
580.4;23.88;23.79
580.8;23.88;23.79
581.2;23.96;23.79
581.7;23.88;23.79
582.1;23.88;23.79
582.5;23.88;23.79
582.9;23.88;23.79
583.3;23.88;23.7
583.7;23.88;23.7
584.1;23.88;23.7
584.5;23.88;23.7
584.9;23.88;23.7
585.3;23.88;23.7
585.7;23.88;23.7
586.1;23.88;23.7
586.5;23.88;23.7
587;23.88;23.7
587.4;23.88;23.7
587.8;23.96;23.7
588.2;23.88;23.7
588.6;23.88;23.7
589;23.88;23.7
589.4;23.88;23.7
589.8;23.88;23.7
590.2;23.88;23.7
590.6;23.88;23.7
591;23.88;23.7
591.4;23.88;23.7
591.9;23.88;23.7
592.3;23.88;23.7
592.7;23.88;23.7
593.1;23.96;23.7
593.5;23.88;23.7
593.9;23.88;23.7
594.3;23.96;23.7
594.7;23.96;23.7
595.1;23.88;23.7
595.5;23.96;23.7
595.9;23.96;23.7
596.3;23.88;23.7
596.7;23.96;23.7
597.1;23.96;23.7
597.6;23.96;23.7
598;23.96;23.7
598.4;23.96;23.7
598.8;23.96;23.7
599.2;23.96;23.7
599.6;23.96;23.7
600;23.96;23.7
600.4;23.96;23.7
600.8;23.96;23.7
601.2;23.96;23.7
601.6;23.96;23.7
602;23.96;23.7
602.4;23.96;23.7
602.9;23.96;23.7
603.3;23.96;23.62
603.7;23.96;23.62
604.1;23.96;23.62
604.5;23.96;23.62
604.9;23.96;23.7
605.3;23.96;23.62
605.7;23.96;23.62
606.1;23.96;23.62
606.5;23.96;23.62
606.9;23.96;23.62
607.3;23.96;23.62
607.7;23.96;23.62
608.2;23.96;23.62
608.6;23.96;23.62
609;23.96;23.62
609.4;23.96;23.62
609.8;23.96;23.62
610.2;23.96;23.62
610.6;23.96;23.62
611;23.96;23.62
611.4;23.96;23.62
611.8;23.96;23.62
612.2;23.96;23.62
612.6;23.96;23.62
613;23.96;23.62
613.5;23.96;23.62
613.9;23.96;23.62
614.3;23.96;23.62
614.7;23.96;23.62
615.1;23.96;23.62
615.5;23.96;23.62
615.9;23.96;23.62
616.3;23.96;23.62
616.7;23.96;23.62
617.1;23.96;23.62
617.5;23.96;23.62
617.9;23.96;23.62
618.4;23.96;23.62
618.7;23.96;23.62
619.2;23.96;23.62
619.6;23.96;23.62
620;23.96;23.62
620.4;23.96;23.62
620.8;23.96;23.62
621.2;23.96;23.62
621.6;23.96;23.53
622;23.96;23.62
622.4;23.96;23.62
622.8;23.96;23.62
623.2;23.96;23.53
623.6;23.96;23.62
624;23.96;23.62
624.5;23.96;23.53
624.9;23.96;23.62
625.3;23.96;23.53
625.7;23.96;23.62
626.1;23.96;23.62
626.5;23.96;23.53
626.9;23.96;23.53
627.3;23.96;23.62
627.7;23.96;23.62
628.1;23.96;23.53
628.5;23.96;23.53
628.9;23.96;23.53
629.3;23.96;23.53
629.7;23.96;23.53
630.2;23.96;23.53
630.6;23.96;23.53
631;23.96;23.53
631.4;23.96;23.53
631.8;23.96;23.53
632.2;23.96;23.53
632.6;23.96;23.53
633;23.96;23.53
633.4;23.96;23.53
633.8;23.96;23.53
634.2;23.96;23.53
634.7;23.96;23.53
635.1;23.96;23.53
635.5;23.96;23.53
635.9;23.96;23.53
636.3;23.96;23.53
636.7;23.96;23.53
637.1;23.96;23.53
637.5;23.96;23.53
637.9;23.96;23.53
638.3;23.96;23.53
638.7;23.96;23.53
639.1;23.96;23.53
639.5;23.96;23.53
639.9;23.96;23.53
640.4;23.96;23.53
640.8;23.96;23.53
641.2;23.96;23.53
641.6;23.96;23.53
642;23.96;23.53
642.4;23.96;23.53
642.8;23.96;23.53
643.2;23.96;23.53
643.6;23.96;23.53
644;23.96;23.53
644.4;23.96;23.53
644.8;23.96;23.53
645.3;23.96;23.53
645.7;23.96;23.53
646.1;23.96;23.53
646.5;23.96;23.53
646.9;23.96;23.53
647.3;23.96;23.53
647.7;23.96;23.53
648.1;23.96;23.53
648.5;23.96;23.53
648.9;23.96;23.53
649.3;23.96;23.53
649.7;23.96;23.53
650.1;23.96;23.53
650.5;23.96;23.53
651;23.96;23.53
651.4;23.96;23.53
651.8;23.96;23.53
652.2;23.96;23.53
652.6;23.96;23.44
653;23.96;23.53
653.4;23.96;23.53
653.8;23.96;23.53
654.2;23.96;23.53
654.6;23.96;23.53
655;23.96;23.53
655.4;23.96;23.53
655.9;23.96;23.53
656.3;23.96;23.53
656.7;23.96;23.53
657.1;23.96;23.53
657.5;23.96;23.44
657.9;23.96;23.44
658.3;23.96;23.44
658.7;23.96;23.44
659.1;23.96;23.44
659.5;23.96;23.44
659.9;23.96;23.53
660.3;23.96;23.44
660.7;23.96;23.44
661.1;23.96;23.44
661.6;23.96;23.53
662;23.96;23.44
662.4;23.96;23.44
662.8;23.96;23.44
663.2;23.96;23.44
663.6;23.96;23.44
664;23.96;23.44
664.4;23.96;23.53
664.8;23.96;23.44
665.2;23.96;23.44
665.6;23.96;23.44
666;23.96;23.44
666.4;23.96;23.44
666.9;23.96;23.44
667.3;23.96;23.44
667.7;23.96;23.44
668.1;23.96;23.44
668.5;23.96;23.44
668.9;23.96;23.44
669.3;23.96;23.44
669.7;23.96;23.44
670.1;23.96;23.44
670.5;23.96;23.44
670.9;23.96;23.44
671.3;23.96;23.44
671.7;23.96;23.44
672.1;23.96;23.44
672.6;23.96;23.44
673;23.96;23.44
673.4;23.96;23.44
673.8;23.96;23.44
674.2;23.96;23.44
674.6;23.96;23.44
675;23.96;23.44
675.4;23.96;23.44
675.8;23.96;23.44
676.2;23.96;23.44
676.6;23.96;23.44
677;23.96;23.44
677.5;23.96;23.44
677.9;23.96;23.44
678.3;23.96;23.44
678.7;23.96;23.44
679.1;23.96;23.44
679.5;23.96;23.44
679.9;23.96;23.44
680.3;23.96;23.44
680.7;23.96;23.44
681.1;23.96;23.44
681.5;23.96;23.44
681.9;23.96;23.44
682.3;23.96;23.44
682.8;23.96;23.44
683.2;23.96;23.44
683.6;23.96;23.44
684;23.96;23.44
684.4;23.96;23.44
684.8;23.96;23.44
685.2;23.96;23.44
685.6;23.96;23.44
686;23.96;23.44
686.4;23.96;23.44
686.8;23.96;23.44
687.2;23.96;23.44
687.7;23.96;23.44
688.1;23.96;23.44
688.5;23.96;23.44
688.9;23.96;23.44
689.3;23.96;23.44
689.7;23.96;23.44
690.1;23.96;23.44
690.5;23.96;23.44
690.9;23.96;23.44
691.3;23.96;23.44
691.7;23.96;23.44
692.1;23.96;23.44
692.5;23.96;23.44
692.9;23.96;23.44
693.4;23.96;23.44
693.8;23.96;23.44
694.2;23.96;23.44
694.6;23.96;23.44
695;23.96;23.44
695.4;23.96;23.44
695.8;23.96;23.44
696.2;23.96;23.44
696.6;23.96;23.44
697;23.96;23.44
697.4;23.96;23.44
697.8;23.96;23.44
698.2;23.96;23.44
698.7;23.96;23.44
699;23.96;23.44
699.5;23.96;23.44
699.9;23.96;23.44
700.3;23.96;23.44
700.7;23.96;23.44
701.1;23.96;23.44
701.5;23.96;23.44
701.9;23.96;23.44
702.3;23.96;23.44
702.7;23.96;23.44
703.1;23.96;23.44
703.5;23.96;23.44
704;23.96;23.44
704.4;23.96;23.44
704.8;23.96;23.44
705.2;23.96;23.44
705.6;23.96;23.44
706;23.96;23.44
706.4;23.96;23.44
706.8;23.96;23.44
707.2;23.96;23.44
707.6;23.96;23.44
708;23.96;23.44
708.4;23.96;23.44
708.8;23.96;23.44
709.2;23.96;23.44
709.7;23.96;23.44
710.1;23.96;23.44
710.5;23.96;23.44
710.9;23.96;23.44
711.3;23.96;23.44
711.7;23.96;23.44
712.1;23.96;23.44
712.5;23.96;23.44
712.9;23.96;23.44
713.3;23.96;23.44
713.7;23.96;23.44
714.1;23.96;23.44
714.6;23.96;23.44
715;23.96;23.44
715.4;23.96;23.44
715.8;23.96;23.44
716.2;23.96;23.44
716.6;23.96;23.44
717;23.96;23.44
717.4;23.96;23.44
717.8;23.96;23.44
718.2;23.96;23.44
718.6;23.96;23.44
719;23.96;23.44
719.4;23.96;23.44
719.8;23.96;23.44
720.3;23.96;23.44
720.7;23.96;23.44
721.1;23.96;23.44
721.5;23.96;23.44
721.9;23.96;23.44
722.3;23.96;23.44
722.7;23.96;23.44
723.1;23.96;23.44
723.5;23.96;23.44
723.9;23.96;23.44
724.3;23.96;23.44
724.7;23.96;23.44
725.1;23.96;23.44
725.6;23.96;23.44
726;23.96;23.44
726.4;23.96;23.44
726.8;23.96;23.44
727.2;23.96;23.44
727.6;23.96;23.44
728;23.96;23.44
728.4;23.96;23.44
728.8;23.96;23.44
729.2;23.96;23.44
729.6;23.96;23.44
730;23.96;23.44
730.4;23.96;23.44
730.9;23.96;23.44
731.3;23.96;23.44
731.7;23.96;23.44
732.1;23.96;23.44
732.5;23.96;23.44
732.9;23.96;23.44
733.3;23.96;23.44
733.7;23.96;23.44
734.1;23.96;23.44
734.5;23.96;23.44
734.9;23.96;23.44
735.3;23.96;23.44
735.7;23.96;23.44
736.2;23.96;23.44
736.6;23.96;23.44
737;23.96;23.44
737.4;23.96;23.44
737.8;23.96;23.44
738.2;23.96;23.44
738.6;24.05;23.44
739;23.96;23.44
739.4;23.96;23.53
739.8;23.96;23.44
740.2;23.96;23.44
740.6;23.96;23.44
741;23.96;23.44
741.5;23.96;23.44
741.9;23.96;23.44
742.3;23.96;23.44
742.7;23.96;23.44
743.1;23.96;23.44
743.5;23.96;23.44
743.9;23.96;23.44
744.3;23.96;23.44
744.7;23.96;23.44
745.1;23.96;23.44
745.5;23.96;23.44
745.9;23.96;23.44
746.3;24.05;23.44
746.8;23.96;23.44
747.2;23.96;23.44
747.6;23.96;23.44
748;23.96;23.44
748.4;23.96;23.44
748.8;23.96;23.44
749.2;23.96;23.44
749.6;23.96;23.44
750;23.96;23.44
750.4;23.96;23.44
750.8;23.96;23.44
751.2;23.96;23.44
751.6;23.96;23.44
752;24.05;23.44
752.5;23.96;23.44
752.9;23.96;23.44
753.3;23.96;23.44
753.7;23.96;23.44
754.1;23.96;23.44
754.5;23.96;23.44
754.9;23.96;23.44
755.3;23.96;23.44
755.7;23.96;23.44
756.1;23.96;23.44
756.5;23.96;23.44
756.9;23.96;23.44
757.4;23.96;23.44
757.8;23.96;23.44
758.2;23.96;23.44
758.6;23.96;23.44
759;23.96;23.44
759.4;23.96;23.44
759.8;23.96;23.44
760.2;23.96;23.44
760.6;23.96;23.44
761;24.05;23.44
761.4;23.96;23.44
761.8;23.96;23.44
762.2;23.96;23.44
762.7;23.96;23.44
763.1;23.96;23.44
763.5;23.96;23.44
763.9;23.96;23.44
764.3;24.05;23.44
764.7;23.96;23.44
765.1;23.96;23.53
765.5;24.05;23.44
765.9;23.96;23.44
766.3;23.96;23.53
766.7;23.96;23.53
767.1;23.96;23.53
767.5;23.96;23.53
768;23.96;23.53
768.4;24.05;23.44
768.8;24.05;23.53
769.2;23.96;23.53
769.6;23.96;23.53
770;23.96;23.53
770.4;23.96;23.53
770.8;23.96;23.53
771.2;23.96;23.53
771.6;23.96;23.53
772;23.96;23.53
772.4;23.96;23.53
772.8;23.96;23.53
773.2;24.05;23.53
773.7;23.96;23.53
774.1;23.96;23.53
774.5;24.05;23.53
774.9;24.05;23.53
775.3;23.96;23.53
775.7;23.96;23.53
776.1;23.96;23.53
776.5;24.05;23.53
776.9;23.96;23.53
777.3;24.05;23.53
777.7;23.96;23.53
778.2;23.96;23.53
778.6;24.05;23.53
779;23.96;23.53
779.4;24.05;23.53
779.8;24.05;23.53
780.2;23.96;23.53
780.6;23.96;23.53
781;24.05;23.53
781.4;23.96;23.53
781.8;24.05;23.53
782.2;24.05;23.53
782.6;24.05;23.53
783;23.96;23.53
783.4;24.05;23.53
783.8;23.96;23.53
784.3;24.05;23.53
784.7;24.05;23.53
785.1;24.05;23.53
785.5;24.05;23.53
785.9;23.96;23.53
786.3;24.05;23.53
786.7;24.05;23.53
787.1;23.96;23.53
787.5;23.96;23.62
787.9;24.05;23.53
788.3;24.05;23.62
788.7;24.05;23.62
789.2;23.96;23.62
789.6;24.05;23.62
790;24.05;23.62
790.4;24.05;23.62
790.8;24.05;23.62
791.2;24.05;23.62
791.6;23.96;23.62
792;24.05;23.62
792.4;24.05;23.62
792.8;24.05;23.62
793.2;24.05;23.62
793.6;24.05;23.62
794;24.05;23.62
794.4;24.05;23.62
794.9;24.05;23.62
795.3;24.05;23.62
795.7;24.05;23.62
796.1;24.05;23.62
796.5;24.05;23.62
796.9;24.05;23.62
797.3;24.05;23.62
797.7;24.05;23.62
798.1;24.05;23.62
798.5;24.05;23.62
798.9;24.05;23.62
799.3;24.05;23.62
799.7;24.05;23.62
800.2;24.05;23.62
800.6;24.05;23.62
801;24.05;23.62
801.4;24.05;23.62
801.8;24.05;23.62
802.2;24.05;23.62
802.6;24.05;23.62
803;24.05;23.62
803.4;24.05;23.62
803.8;24.05;23.62
804.2;24.05;23.62
804.6;24.05;23.62
805.1;24.05;23.62
805.5;24.05;23.62
805.9;24.05;23.62
806.3;24.05;23.62
806.7;24.05;23.62
807.1;24.05;23.62
807.5;24.05;23.62
807.9;24.05;23.62
808.3;24.05;23.62
808.7;24.05;23.62
809.1;24.05;23.62
809.5;24.05;23.62
809.9;24.05;23.62
810.3;24.05;23.62
810.8;24.05;23.62
811.2;24.05;23.62
811.6;24.05;23.62
812;24.05;23.62
812.4;24.05;23.62
812.8;24.05;23.62
813.2;24.05;23.62
813.6;24.05;23.62
814;24.05;23.62
814.4;24.05;23.62
814.8;24.05;23.62
815.2;24.05;23.62
815.6;24.05;23.62
816.1;24.05;23.62
816.5;24.05;23.62
816.9;24.05;23.62
817.3;24.05;23.62
817.7;24.05;23.62
818.1;24.05;23.62
818.5;24.05;23.62
818.9;24.05;23.62
819.3;24.05;23.62
819.7;24.05;23.62
820.1;24.05;23.62
820.5;24.05;23.62
820.9;24.05;23.62
821.4;24.05;23.62
821.8;24.05;23.62
822.2;24.05;23.62
822.6;24.05;23.53
823;24.05;23.53
823.4;24.05;23.53
823.8;24.05;23.53
824.2;24.05;23.53
824.6;24.05;23.53
825;24.05;23.53
825.5;24.05;23.53
825.9;24.05;23.53
826.3;24.05;23.53
826.7;24.05;23.53
827.1;24.05;23.53
827.5;24.05;23.53
827.9;24.05;23.53
828.3;24.05;23.53
828.7;24.05;23.53
829.1;24.05;23.53
829.5;24.05;23.53
830;24.05;23.53
830.4;24.05;23.53
830.8;24.05;23.53
831.2;24.05;23.53
831.6;24.05;23.53
832;24.05;23.53
832.4;24.05;23.53
832.8;24.05;23.53
833.2;24.05;23.53
833.6;24.05;23.53
834;24.05;23.53
834.4;24.05;23.53
834.8;24.05;23.53
835.3;24.05;23.53
835.7;24.05;23.53
836.1;24.05;23.53
836.5;24.05;23.53
836.9;24.05;23.53
837.3;24.05;23.53
837.7;24.05;23.53
838.1;24.05;23.53
838.5;24.05;23.53
838.9;24.05;23.53
839.3;24.05;23.53
839.7;24.05;23.53
840.1;24.05;23.53
840.6;24.05;23.53
841;24.05;23.53
841.4;24.05;23.53
841.8;24.05;23.53
842.2;24.05;23.53
842.6;24.05;23.53
843;24.05;23.53
843.4;24.05;23.53
843.8;24.05;23.53
844.2;24.05;23.53
844.6;24.05;23.53
845;24.05;23.53
845.4;24.05;23.53
845.9;24.05;23.53
846.3;24.05;23.53
846.7;24.05;23.53
847.1;24.05;23.53
847.5;24.05;23.53
847.9;24.05;23.62
848.3;24.05;23.53
848.7;24.05;23.53
849.1;24.05;23.53
849.5;24.05;23.53
849.9;24.05;23.62
850.3;24.05;23.53
850.7;24.05;23.53
851.2;24.05;23.53
851.6;24.05;23.53
852;24.05;23.53
852.4;24.05;23.53
852.8;24.05;23.53
853.2;24.05;23.53
853.6;24.05;23.53
854;24.05;23.53
854.4;24.05;23.53
854.8;24.05;23.53
855.2;24.05;23.53
855.6;24.05;23.62
856.1;24.05;23.62
856.5;24.05;23.62
856.9;24.05;23.62
857.3;24.05;23.62
857.7;24.05;23.62
858.1;24.05;23.62
858.5;24.05;23.53
858.9;24.05;23.62
859.3;24.05;23.62
859.7;24.05;23.62
860.1;24.05;23.62
860.5;24.05;23.62
860.9;24.05;23.62
861.4;24.05;23.62
861.7;24.05;23.62
862.2;24.05;23.62
862.6;24.05;23.62
863;24.05;23.62
863.4;24.05;23.53
863.8;24.05;23.62
864.2;24.05;23.62
864.6;24.05;23.62
865;24.05;23.62
865.4;24.05;23.62
865.8;24.05;23.62
866.2;24.05;23.62
866.6;24.05;23.62
867.1;24.05;23.62
867.5;24.05;23.62
867.9;24.05;23.62
868.3;24.05;23.62
868.7;24.05;23.62
869.1;24.05;23.62
869.5;24.05;23.62
869.9;24.05;23.62
870.3;24.05;23.62
870.7;24.05;23.62
871.1;24.05;23.62
871.5;24.05;23.62
871.9;24.05;23.62
872.3;24.05;23.62
872.8;24.05;23.62
873.2;24.05;23.62
873.6;24.13;23.62
874;24.05;23.62
874.4;24.05;23.62
874.8;24.05;23.62
875.2;24.05;23.62
875.6;24.05;23.62
876;24.05;23.53
876.4;24.05;23.62
876.8;24.05;23.53
877.2;24.05;23.62
877.7;24.05;23.53
878.1;24.05;23.62
878.5;24.05;23.62
878.9;24.05;23.62
879.3;24.05;23.62
879.7;24.13;23.62
880.1;24.05;23.62
880.5;24.05;23.62
880.9;24.13;23.62
881.3;24.13;23.62
881.7;24.13;23.62
882.1;24.13;23.62
882.5;24.05;23.62
882.9;24.13;23.62
883.4;24.13;23.62
883.8;24.13;23.62
884.2;24.13;23.62
884.6;24.05;23.53
885;24.13;23.62
885.4;24.05;23.62
885.8;24.05;23.62
886.2;24.13;23.62
886.6;24.13;23.62
887;24.13;23.53
887.4;24.05;23.62
887.8;24.13;23.62
888.3;24.13;23.53
888.6;24.13;23.62
889.1;24.13;23.53
889.5;24.13;23.53
889.9;24.13;23.53
890.3;24.13;23.53
890.7;24.05;23.53
891.1;24.05;23.53
891.5;24.13;23.53
891.9;24.13;23.53
892.3;24.05;23.53
892.7;24.13;23.53
893.1;24.13;23.53
893.5;24.13;23.53
894;24.13;23.53
894.4;24.13;23.53
894.8;24.13;23.53
895.2;24.13;23.62
895.6;24.13;23.62
896;24.05;23.62
896.4;24.13;23.62
896.8;24.13;23.62
897.2;24.13;23.62
897.6;24.13;23.53
898;24.13;23.62
898.4;24.13;23.62
898.8;24.13;23.53
899.3;24.13;23.62
899.7;24.13;23.62
900.1;24.13;23.62
900.5;24.13;23.62
900.9;24.13;23.62
901.3;24.13;23.62
901.7;24.13;23.62
902.1;24.13;23.62
902.5;24.13;23.62
902.9;24.05;23.62
903.3;24.05;23.62
903.7;24.13;23.62
904.1;24.05;23.62
904.5;24.13;23.62
905;24.13;23.62
905.4;24.13;23.62
905.8;24.13;23.62
906.2;24.13;23.62
906.6;24.13;23.62
907;24.13;23.62
907.4;24.13;23.62
907.8;24.13;23.62
908.2;24.13;23.62
908.6;24.13;23.62
909;24.13;23.62
909.5;24.13;23.62
909.9;24.13;23.62
910.3;24.13;23.62
910.7;24.13;23.62
911.1;24.13;23.62
911.5;24.13;23.7
911.9;24.13;23.7
912.3;24.13;23.7
912.7;24.13;23.7
913.1;24.13;23.79
913.5;24.13;23.79
913.9;24.13;23.79
914.3;24.13;23.79
914.7;24.13;23.79
915.2;24.13;23.88
915.6;24.13;23.88
916;24.13;23.88
916.4;24.13;23.88
916.8;24.13;23.88
917.2;24.13;23.88
917.6;24.13;23.96
918;24.13;23.96
918.4;24.13;23.96
918.8;24.13;23.96
919.2;24.13;24.05
919.6;24.13;23.96
920.1;24.13;24.05
920.5;24.13;24.05
920.9;24.13;24.05
921.3;24.13;24.05
921.7;24.13;24.05
922.1;24.13;24.05
922.5;24.13;24.05
922.9;24.13;24.13
923.3;24.13;24.13
923.7;24.13;24.13
924.1;24.13;24.13
924.5;24.13;24.13
924.9;24.13;24.13
925.3;24.13;24.13
925.8;24.13;24.13
926.2;24.13;24.13
926.6;24.13;24.13
927;24.13;24.13
927.4;24.13;24.13
927.8;24.13;24.13
928.2;24.13;24.13
928.6;24.13;24.13
929;24.13;24.13
929.4;24.13;24.13
929.8;24.13;24.13
930.2;24.13;24.13
930.6;24.13;24.13
931.1;24.13;24.13
931.5;24.13;24.13
931.9;24.13;24.13
932.3;24.13;24.13
932.7;24.13;24.13
933.1;24.13;24.13
933.5;24.13;24.22
933.9;24.13;24.22
934.3;24.13;24.22
934.7;24.13;24.22
935.1;24.13;24.22
935.5;24.13;24.22
935.9;24.13;24.22
936.4;24.13;24.22
936.8;24.13;24.22
937.2;24.13;24.22
937.6;24.13;24.22
938;24.13;24.13
938.4;24.13;24.22
938.8;24.13;24.13
939.2;24.13;24.13
939.6;24.13;24.13
940;24.13;24.13
940.4;24.13;24.13
940.8;24.13;24.13
941.2;24.13;24.13
941.7;24.13;24.13
942.1;24.13;24.13
942.5;24.13;24.13
942.9;24.13;24.13
943.3;24.13;24.13
943.7;24.13;24.13
944.1;24.13;24.05
944.5;24.13;24.13
944.9;24.13;24.13
945.3;24.13;24.13
945.7;24.13;24.05
946.1;24.13;24.05
946.5;24.13;24.05
946.9;24.13;24.13
947.4;24.13;24.05
947.8;24.13;24.05
948.2;24.13;24.05
948.6;24.13;24.05
949;24.13;24.05
949.4;24.13;24.05
949.8;24.13;24.05
950.2;24.13;24.05
950.6;24.13;24.05
951;24.13;24.05
951.4;24.13;24.05
951.8;24.13;24.05
952.2;24.13;24.05
952.7;24.13;24.05
953.1;24.22;24.05
953.5;24.13;24.05
953.9;24.13;24.05
